stock_no,product_size,cost,product_type,buy_date,product_name
8645,1.46,335.38,food,2015-04-29,whey
8646,9.98,668.89,food,2020-03-31,rice
8647,9.46,286.15,clothing,2020-10-13,shirt
8648,6.64,711.19,food,2018-02-14,noodles
8649,0.06,880.27,furniture,2020-09-28,shelves
8650,1.29,755.34,furniture,2019-11-20,shelves
8651,8.75,140.84,clothing,2021-02-03,t-shirt
8652,3.46,30.93,food,2020-03-25,rice
8653,7.8,782.59,furniture,2021-12-10,dining table
8654,5.11,194.98,food,2015-09-04,quinoa
8655,2.58,615.82,furniture,2017-11-09,shelves
8656,8.52,745.07,furniture,2015-04-27,press
8657,2.04,306.45,food,2019-05-11,bread
8658,1.24,886.35,clothing,2015-05-31,tie
8659,3.5,224.31,furniture,2016-05-24,shelves
8660,6.07,24.63,food,2017-06-26,ice cream
8661,1.06,966.68,food,2019-10-23,noodles
8662,9.76,903.64,clothing,2017-05-04,trousers
8663,3.09,684.61,clothing,2018-03-30,socks
8664,6.82,738.08,furniture,2021-10-24,press
8665,9.56,126.42,furniture,2018-04-14,bed
8666,4.08,228.29,clothing,2016-09-11,socks
8667,4.81,167.42,food,2021-11-02,sauce
8668,4.04,159.34,furniture,2019-11-03,dining table
8669,2.44,991.86,clothing,2020-09-21,dress
8670,3.99,467.5,food,2021-05-02,quinoa
8671,6.96,931.89,clothing,2017-11-25,underwear
8672,5.6,966.08,furniture,2015-04-04,chair
8673,8.82,148.73,furniture,2021-06-30,cot
8674,6.85,216.84,food,2015-10-16,wrap
8675,2.04,600.95,clothing,2021-11-02,polo
8676,6.35,582.13,furniture,2021-07-25,dining table
8677,0.59,733.99,food,2015-07-26,rice
8678,1.98,340.5,clothing,2017-06-07,polo
8679,5.1,793.2,food,2021-06-07,sauce
8680,7.38,715.19,furniture,2020-08-25,dining table
8681,3.52,150.98,furniture,2016-05-13,shelves
8682,4.94,167.58,clothing,2019-02-10,underwear
8683,9.03,191.43,furniture,2019-08-06,sofa
8684,0.05,571.27,furniture,2020-03-06,sofa
8685,7.6,34.39,food,2019-05-19,rice
8686,6.31,153.42,food,2015-07-29,sauce
8687,7.15,683.83,furniture,2020-07-14,shelves
8688,1.79,86.47,furniture,2019-09-01,shelves
8689,2.12,68.96,food,2018-02-22,chicken
8690,8.1,445.23,clothing,2019-12-11,jeans
8691,0.08,903.77,food,2015-07-12,whey
8692,4.51,652.96,clothing,2018-09-26,shirt
8693,1.91,686.15,clothing,2021-04-12,t-shirt
8694,6.36,956.3,furniture,2015-07-06,desk
8695,2.73,537.52,clothing,2021-08-12,socks
8696,5.03,739.79,furniture,2018-12-31,chair
8697,3.36,209.36,clothing,2018-07-06,t-shirt
8698,8.01,397.02,furniture,2021-09-18,sofa
8699,8.4,168.17,clothing,2020-10-25,socks
8700,5.56,210.28,clothing,2016-01-07,jeans
8701,0.51,584.89,food,2016-05-10,chicken
8702,2.2,867.95,furniture,2019-05-24,desk
8703,4.12,117.11,clothing,2020-02-18,polo
8704,1.03,716.79,clothing,2016-12-06,skirt
8705,1.43,903.79,furniture,2016-07-01,press
8706,9.75,805.3,food,2019-11-30,whey
8707,2.39,231.26,clothing,2020-03-20,shirt
8708,2.98,78.86,furniture,2018-03-08,bed
8709,6.84,674.58,clothing,2021-12-18,shirt
8710,8.8,238.86,food,2017-09-20,noodles
8711,6.14,95.29,furniture,2019-01-06,dining table
8712,9.99,264.6,furniture,2019-09-02,bed
8713,7.07,548.88,food,2016-09-13,ice cream
8714,0.38,234.99,furniture,2017-11-11,shelves
8715,1.17,254.97,clothing,2020-11-29,trousers
8716,8.99,185.38,food,2017-01-19,whey
8717,9.75,709.43,furniture,2016-11-02,press
8718,8.95,649.07,food,2019-11-15,quinoa
8719,6.67,70.77,furniture,2018-02-01,sofa
8720,4.71,230.5,clothing,2016-09-10,shirt
8721,7.48,863.97,clothing,2018-11-25,socks
8722,2.49,269.54,food,2019-07-02,beef
8723,0.93,609.19,clothing,2021-06-16,jeans
8724,9.02,279.65,food,2015-05-10,roll
8725,4.1,575.18,food,2021-04-04,roll
8726,2.25,455.14,clothing,2021-11-02,shirt
8727,1.51,615.05,furniture,2021-11-15,chair
8728,4.81,183.24,clothing,2019-03-26,trousers
8729,0.83,748.2,clothing,2016-07-15,polo
8730,7.37,8.17,clothing,2019-11-04,shirt
8731,4.36,473.32,clothing,2016-04-09,underwear
8732,0.12,700.04,furniture,2018-01-30,bed
8733,1.55,698.53,food,2020-03-21,whey
8734,2.87,8.5,clothing,2020-02-22,t-shirt
8735,6.46,429.85,clothing,2020-03-24,t-shirt
8736,5.34,488.55,furniture,2019-05-08,press
8737,5.28,202.34,food,2017-11-30,bread
8738,5.99,658.55,furniture,2017-06-26,chair
8739,9.55,490.72,food,2015-02-01,quinoa
8740,9.95,19.32,food,2020-08-19,sauce
8741,5.55,575.21,furniture,2016-11-21,shelves
8742,6.4,783.63,furniture,2017-12-29,dining table
8743,7.88,432.1,food,2019-09-28,whey
8744,6.07,206.67,clothing,2021-02-12,skirt
8745,2.55,422.21,food,2018-12-09,rice
8746,9.63,563.72,furniture,2019-11-26,bed
8747,8.21,990.99,furniture,2015-10-02,desk
8748,6.92,824.6,furniture,2016-05-10,chair
8749,0.19,972.64,food,2017-08-27,yoghurt
8750,8.77,534.52,furniture,2020-04-18,chair
8751,6.06,130.85,clothing,2020-06-28,skirt
8752,7.19,828.51,clothing,2016-12-21,socks
8753,5.14,807.56,food,2020-12-30,noodles
8754,3.26,909.88,food,2015-05-30,whey
8755,4.11,557.68,furniture,2021-01-21,bed
8756,3.14,458.89,food,2019-01-16,sauce
8757,0.85,30.95,food,2019-06-23,roll
8758,0.19,370.97,furniture,2015-04-24,dining table
8759,2.63,873.11,food,2016-06-27,noodles
8760,1.76,310.46,furniture,2020-04-21,chair
8761,8.0,937.6,food,2016-10-17,roll
8762,9.82,607.81,furniture,2015-04-27,press
8763,8.46,139.8,clothing,2021-05-21,dress
8764,7.13,298.43,clothing,2017-08-18,trousers
8765,3.45,249.65,furniture,2018-07-23,cot
8766,8.99,980.19,food,2015-11-29,chicken
8767,8.93,27.05,clothing,2018-06-02,trousers
8768,5.51,600.49,food,2017-06-23,ice cream
8769,2.48,838.29,clothing,2020-12-06,polo
8770,0.86,912.25,clothing,2018-08-24,t-shirt
8771,4.73,723.19,clothing,2016-06-17,polo
8772,5.83,192.32,food,2020-11-13,rice
8773,6.07,921.4,furniture,2018-07-27,cot
8774,9.95,960.86,clothing,2018-07-20,polo
8775,5.16,434.13,furniture,2017-11-07,shelves
8776,4.44,317.39,food,2020-04-26,sauce
8777,8.36,713.08,food,2017-12-29,bread
8778,7.42,225.71,food,2021-01-25,wrap
8779,3.68,310.49,furniture,2015-05-11,desk
8780,0.23,211.91,food,2015-10-11,bread
8781,3.39,298.14,clothing,2015-11-21,dress
8782,9.45,575.41,clothing,2017-05-28,shirt
8783,1.54,939.35,food,2018-08-13,bread
8784,2.58,184.15,furniture,2020-08-19,shelves
8785,6.85,546.62,clothing,2017-09-28,trousers
8786,0.84,217.79,clothing,2020-08-16,tie
8787,2.5,270.45,food,2020-08-31,beef
8788,1.71,958.45,food,2018-09-07,beef
8789,4.63,964.84,food,2016-09-11,whey
8790,1.65,575.61,clothing,2021-11-23,jeans
8791,9.85,17.72,furniture,2021-07-19,sofa
8792,4.85,841.5,clothing,2015-01-17,underwear
8793,1.88,976.72,furniture,2019-06-20,chair
8794,7.24,127.33,furniture,2015-02-13,sofa
8795,2.46,264.34,clothing,2019-01-31,skirt
8796,7.74,365.03,furniture,2018-08-16,shelves
8797,5.62,554.75,clothing,2016-03-30,skirt
8798,9.87,553.94,clothing,2020-12-27,tie
8799,6.57,241.15,furniture,2018-09-10,bed
8800,8.1,744.44,clothing,2017-12-24,skirt
8801,5.23,442.67,food,2015-08-08,chicken
8802,7.28,706.9,food,2017-01-22,bread
8803,8.54,167.38,furniture,2016-11-01,press
8804,4.61,185.5,furniture,2018-07-15,shelves
8805,6.43,625.15,furniture,2018-04-12,shelves
8806,8.11,258.28,food,2019-03-11,ice cream
8807,6.37,729.04,food,2015-10-30,quinoa
8808,2.0,124.65,clothing,2017-07-24,trousers
8809,9.29,312.24,food,2021-06-04,sauce
8810,6.38,824.38,clothing,2021-02-27,polo
8811,3.29,807.65,clothing,2015-10-05,dress
8812,7.23,470.18,furniture,2021-06-24,sofa
8813,3.95,20.09,food,2019-03-20,ice cream
8814,5.43,799.92,food,2019-04-29,beef
8815,4.25,557.91,food,2020-12-01,beef
8816,5.12,727.06,clothing,2019-01-01,jeans
8817,9.52,531.17,furniture,2020-11-26,cot
8818,8.0,482.68,clothing,2017-08-05,jeans
8819,8.2,143.2,furniture,2016-04-18,shelves
8820,9.28,483.82,clothing,2017-02-01,shirt
8821,8.76,932.71,furniture,2020-08-01,bed
8822,8.6,523.23,food,2021-12-01,whey
8823,1.54,266.17,furniture,2021-04-10,desk
8824,9.19,431.75,clothing,2021-02-09,underwear
8825,5.07,649.96,furniture,2020-03-27,desk
8826,8.45,615.63,food,2017-11-17,rice
8827,9.64,804.37,furniture,2015-04-20,cot
8828,6.09,887.52,food,2016-03-30,yoghurt
8829,6.55,65.81,furniture,2021-01-06,shelves
8830,7.28,706.86,food,2018-11-27,beef
8831,3.91,474.43,food,2021-10-31,roll
8832,8.14,221.45,food,2021-05-01,noodles
8833,4.59,495.13,clothing,2017-01-09,shirt
8834,5.02,882.99,furniture,2017-06-22,dining table
8835,6.22,223.6,food,2017-07-04,ice cream
8836,7.66,382.2,clothing,2015-03-18,trousers
8837,7.1,45.15,furniture,2019-03-10,dining table
8838,7.48,681.12,clothing,2018-03-30,underwear
8839,2.68,744.08,furniture,2018-02-21,dining table
8840,7.49,26.95,food,2021-11-08,chicken
8841,3.62,150.31,clothing,2018-07-18,jeans
8842,7.17,724.55,clothing,2020-10-28,jeans
8843,8.37,304.1,clothing,2018-05-15,tie
8844,1.98,972.3,clothing,2018-05-10,polo
8845,8.08,473.5,food,2021-05-09,sauce
8846,6.93,497.92,food,2021-03-13,sauce
8847,6.13,187.49,clothing,2019-09-01,tie
8848,8.18,520.23,furniture,2017-02-20,cot
8849,8.36,109.2,clothing,2015-01-26,underwear
8850,0.31,905.09,clothing,2020-09-30,tie
8851,5.35,454.57,food,2021-12-11,roll
8852,5.94,185.82,clothing,2020-10-12,dress
8853,6.61,244.51,clothing,2021-02-24,trousers
8854,0.36,824.47,food,2021-03-31,whey
8855,2.19,161.18,clothing,2017-05-16,polo
8856,5.29,455.76,food,2016-07-20,beef
8857,4.86,100.55,food,2019-05-24,wrap
8858,0.08,354.83,furniture,2018-08-25,sofa
8859,6.14,717.65,clothing,2016-12-01,jeans
8860,2.91,50.17,clothing,2020-02-04,skirt
8861,7.6,987.11,furniture,2019-01-08,sofa
8862,3.23,924.53,furniture,2021-06-29,chair
8863,2.46,838.89,clothing,2020-06-06,polo
8864,1.34,878.27,clothing,2021-10-13,skirt
8865,0.5,331.43,food,2016-06-08,chicken
8866,4.5,462.91,food,2017-07-04,quinoa
8867,3.81,936.11,clothing,2020-08-02,shirt
8868,0.17,573.11,food,2018-10-30,yoghurt
8869,9.12,327.07,clothing,2020-09-23,polo
8870,1.1,231.1,food,2021-06-20,rice
8871,4.88,168.87,clothing,2015-04-23,jeans
8872,6.19,9.43,furniture,2015-05-19,dining table
8873,6.72,710.24,furniture,2018-04-29,sofa
8874,5.93,925.9,food,2021-07-27,wrap
8875,6.37,856.96,food,2020-06-04,roll
8876,8.03,633.13,clothing,2015-04-30,polo
8877,5.53,979.19,furniture,2019-02-26,shelves
8878,7.39,322.96,food,2021-02-11,beef
8879,2.08,138.54,clothing,2016-09-21,underwear
8880,2.81,999.57,clothing,2016-11-28,t-shirt
8881,0.94,39.48,food,2020-10-20,yoghurt
8882,2.17,435.69,furniture,2020-07-31,cot
8883,6.41,105.89,clothing,2020-09-07,trousers
8884,1.12,740.89,clothing,2020-07-20,jeans
8885,9.86,655.42,food,2016-01-13,yoghurt
8886,1.94,138.83,food,2021-01-04,beef
8887,8.95,82.35,furniture,2021-08-21,press
8888,4.93,858.35,furniture,2021-02-05,cot
8889,4.42,174.05,clothing,2021-12-30,shirt
8890,0.12,719.04,clothing,2017-03-22,shirt
8891,5.27,61.77,furniture,2020-06-22,press
8892,5.91,824.91,food,2018-05-26,sauce
8893,7.67,648.89,clothing,2017-03-27,t-shirt
8894,7.64,924.06,clothing,2018-01-20,polo
8895,4.46,608.7,furniture,2018-05-23,press
8896,3.25,132.31,clothing,2021-11-24,jeans
8897,3.55,909.49,food,2018-01-10,noodles
8898,9.09,974.35,clothing,2021-07-17,skirt
8899,5.08,802.47,clothing,2021-01-18,shirt
8900,4.71,457.5,food,2015-04-12,rice
8901,9.36,491.82,furniture,2016-09-27,cot
8902,7.85,348.55,furniture,2017-01-16,chair
8903,0.1,258.02,food,2019-09-19,roll
8904,0.32,657.78,furniture,2021-06-22,cot
8905,9.55,43.46,food,2021-03-24,rice
8906,7.53,643.61,clothing,2019-07-11,polo
8907,0.44,117.22,furniture,2018-10-09,chair
8908,3.79,147.67,clothing,2019-08-16,jeans
8909,9.81,62.69,furniture,2021-01-22,desk
8910,5.0,556.09,furniture,2018-03-25,dining table
8911,6.89,739.74,furniture,2021-07-07,bed
8912,0.03,679.1,furniture,2021-11-27,shelves
8913,8.22,224.9,clothing,2015-05-24,trousers
8914,2.59,897.28,furniture,2016-08-02,dining table
8915,6.44,482.52,clothing,2016-08-05,tie
8916,4.19,150.36,clothing,2015-10-03,jeans
8917,2.86,5.39,food,2020-11-08,ice cream
8918,1.88,556.31,food,2018-08-24,quinoa
8919,9.07,491.71,furniture,2020-08-19,dining table
8920,5.52,274.38,clothing,2018-08-20,trousers
8921,7.73,573.62,clothing,2021-02-16,tie
8922,7.32,637.56,clothing,2016-12-12,trousers
8923,2.14,393.87,food,2017-03-07,quinoa
8924,5.55,478.53,food,2019-11-11,whey
8925,1.57,123.02,furniture,2019-03-25,shelves
8926,3.01,790.69,clothing,2016-03-01,dress
8927,4.69,782.02,food,2019-02-01,sauce
8928,1.25,920.51,clothing,2019-09-24,skirt
8929,3.73,826.35,food,2016-08-11,quinoa
8930,8.2,452.34,clothing,2015-02-11,polo
8931,5.04,270.01,clothing,2018-08-01,jeans
8932,2.9,383.48,food,2018-09-28,roll
8933,7.36,879.57,furniture,2021-04-04,chair
8934,2.92,95.48,furniture,2021-02-06,desk
8935,5.01,72.27,furniture,2020-02-27,chair
8936,2.51,936.85,clothing,2019-04-14,socks
8937,5.1,440.6,furniture,2021-09-06,bed
8938,3.37,467.91,clothing,2016-09-02,dress
8939,1.7,257.64,furniture,2020-05-20,bed
8940,3.2,195.59,clothing,2021-06-11,polo
8941,0.88,574.45,furniture,2017-11-08,cot
8942,5.86,139.98,furniture,2021-09-07,dining table
8943,1.86,747.1,furniture,2021-01-30,press
8944,3.54,199.55,clothing,2020-05-30,trousers
8945,7.03,326.52,furniture,2017-10-23,desk
8946,3.28,634.78,food,2019-08-14,sauce
8947,6.19,244.09,furniture,2017-05-01,press
8948,9.63,411.56,furniture,2020-01-09,bed
8949,9.78,654.91,furniture,2017-07-31,sofa
8950,7.31,123.0,furniture,2017-03-30,dining table
8951,0.7,652.72,food,2016-08-27,chicken
8952,6.35,61.12,food,2019-01-20,rice
8953,3.08,217.5,furniture,2018-02-07,dining table
8954,8.49,868.83,furniture,2021-04-04,sofa
8955,7.51,852.28,food,2021-04-02,wrap
8956,4.13,466.22,food,2016-01-11,chicken
8957,1.42,226.38,food,2015-04-25,yoghurt
8958,9.05,606.19,furniture,2019-02-09,press
8959,0.19,211.22,furniture,2016-08-31,shelves
8960,6.09,768.67,food,2018-03-12,ice cream
8961,9.18,723.21,clothing,2020-09-16,skirt
8962,8.53,786.41,furniture,2015-04-28,shelves
8963,1.95,844.12,food,2018-02-27,beef
8964,1.36,180.8,clothing,2019-06-22,socks
8965,4.19,495.85,clothing,2021-06-03,t-shirt
8966,9.49,783.92,clothing,2019-09-08,polo
8967,7.85,404.79,furniture,2015-08-24,dining table
8968,4.1,682.34,furniture,2019-11-27,cot
8969,5.73,233.74,food,2016-08-25,wrap
8970,2.64,346.73,furniture,2018-01-04,press
8971,8.03,412.12,furniture,2016-09-05,press
8972,7.89,90.36,clothing,2021-05-20,shirt
8973,9.56,110.94,clothing,2017-11-22,shirt
8974,2.62,682.38,clothing,2016-10-28,skirt
8975,9.39,11.25,food,2019-01-30,rice
8976,4.28,843.53,furniture,2017-06-07,chair
8977,9.63,884.45,clothing,2016-09-21,t-shirt
8978,0.2,59.88,food,2021-01-05,bread
8979,5.82,543.92,food,2017-04-05,wrap
8980,7.5,333.78,food,2016-12-22,whey
8981,5.13,338.32,furniture,2017-04-16,cot
8982,1.57,370.3,food,2019-01-26,ice cream
8983,6.43,424.1,furniture,2015-06-16,desk
8984,6.59,984.65,furniture,2017-11-21,dining table
8985,3.28,941.96,furniture,2017-06-08,cot
8986,9.48,4.11,furniture,2021-08-25,cot
8987,5.88,282.84,furniture,2016-05-18,shelves
8988,0.18,687.26,clothing,2017-12-04,tie
8989,3.73,380.15,clothing,2019-09-07,trousers
8990,5.2,769.95,food,2015-01-16,noodles
8991,7.17,574.2,clothing,2018-12-13,skirt
8992,2.48,226.11,food,2018-11-19,chicken
8993,6.08,581.54,clothing,2021-08-03,trousers
8994,8.61,801.13,food,2018-10-10,beef
8995,6.89,69.79,clothing,2020-07-20,jeans
8996,1.43,440.51,clothing,2017-01-08,t-shirt
8997,3.75,408.7,food,2016-08-18,roll
8998,2.47,200.35,furniture,2015-01-16,chair
8999,1.52,494.89,food,2015-05-15,whey
9000,3.76,890.64,furniture,2016-06-29,desk
9001,3.93,650.25,food,2019-04-08,beef
9002,5.56,751.16,furniture,2021-12-08,cot
9003,6.98,601.43,food,2020-02-18,rice
9004,9.33,90.95,clothing,2021-08-25,socks
9005,2.85,323.56,food,2019-11-17,chicken
9006,4.4,41.35,clothing,2016-06-03,jeans
9007,2.55,337.04,furniture,2015-09-14,dining table
9008,2.38,302.58,furniture,2017-07-04,chair
9009,7.99,896.1,furniture,2017-06-27,shelves
9010,5.08,12.24,furniture,2018-10-14,chair
9011,4.48,183.98,clothing,2016-02-04,socks
9012,4.56,47.66,food,2019-09-08,whey
9013,9.63,967.51,furniture,2020-04-29,shelves
9014,7.98,220.34,furniture,2017-02-01,chair
9015,1.56,281.11,furniture,2019-10-21,chair
9016,6.24,580.57,clothing,2018-10-17,skirt
9017,9.47,34.99,clothing,2020-05-02,jeans
9018,6.3,666.35,food,2021-11-13,chicken
9019,0.91,862.66,clothing,2021-06-25,skirt
9020,4.55,782.63,clothing,2016-07-25,tie
9021,1.01,961.94,food,2018-03-09,beef
9022,1.68,141.79,clothing,2016-03-08,shirt
9023,5.58,489.35,furniture,2020-04-27,chair
9024,8.76,198.26,food,2021-09-30,beef
9025,3.89,862.34,clothing,2019-09-05,jeans
9026,0.98,879.33,food,2018-06-29,sauce
9027,5.96,627.23,furniture,2020-08-06,dining table
9028,1.1,568.82,food,2017-08-08,whey
9029,0.37,79.22,clothing,2020-02-03,t-shirt
9030,7.89,93.74,food,2018-06-29,rice
9031,3.04,312.49,clothing,2017-04-28,jeans
9032,7.37,326.17,food,2015-09-16,bread
9033,2.9,80.63,furniture,2016-01-29,shelves
9034,9.0,463.73,furniture,2018-10-01,desk
9035,9.09,135.11,furniture,2017-01-10,bed
9036,0.79,795.04,furniture,2016-09-25,chair
9037,1.39,624.89,food,2021-03-14,bread
9038,7.27,227.91,food,2017-08-27,sauce
9039,4.28,207.07,clothing,2018-08-20,jeans
9040,6.4,437.82,clothing,2018-10-04,trousers
9041,4.26,795.47,food,2019-09-13,wrap
9042,2.62,695.6,furniture,2015-03-19,sofa
9043,5.85,949.07,clothing,2015-04-14,trousers
9044,5.35,198.57,clothing,2020-02-11,shirt
9045,6.32,511.33,furniture,2020-09-28,shelves
9046,5.39,954.99,furniture,2019-01-11,dining table
9047,2.69,681.51,food,2017-11-12,rice
9048,5.29,403.92,furniture,2015-07-20,dining table
9049,9.23,197.76,furniture,2016-02-14,cot
9050,7.34,954.77,food,2017-01-11,rice
9051,8.1,344.42,food,2015-07-18,wrap
9052,0.47,416.81,clothing,2020-02-12,trousers
9053,0.97,526.86,furniture,2018-04-23,press
9054,8.93,199.66,food,2018-07-06,wrap
9055,1.81,579.41,furniture,2016-10-14,press
9056,2.52,815.04,furniture,2020-05-08,shelves
9057,4.93,445.03,clothing,2017-07-21,jeans
9058,2.84,802.98,clothing,2016-05-14,dress
9059,9.58,664.95,furniture,2018-12-30,desk
9060,9.9,451.18,food,2021-09-15,chicken
9061,1.6,222.06,furniture,2015-10-23,sofa
9062,9.45,864.63,clothing,2015-03-16,dress
9063,7.4,417.39,furniture,2020-06-17,shelves
9064,3.49,928.51,food,2017-07-06,bread
9065,8.7,166.72,clothing,2017-11-06,shirt
9066,9.87,887.49,furniture,2019-02-04,bed
9067,3.46,693.23,clothing,2016-08-28,polo
9068,3.23,353.88,clothing,2015-11-02,skirt
9069,4.35,876.5,food,2019-06-14,roll
9070,3.02,666.77,furniture,2020-03-28,dining table
9071,9.12,588.44,clothing,2015-06-22,trousers
9072,0.02,567.68,food,2015-04-12,quinoa
9073,4.7,818.68,clothing,2016-09-17,socks
9074,7.53,625.11,furniture,2019-04-02,cot
9075,3.28,616.02,food,2018-04-05,ice cream
9076,8.56,921.27,clothing,2021-04-08,dress
9077,2.16,826.65,furniture,2020-04-05,chair
9078,6.01,114.64,furniture,2021-12-27,desk
9079,8.9,850.55,food,2017-01-04,sauce
9080,0.72,660.08,clothing,2020-10-28,t-shirt
9081,3.71,51.96,food,2017-07-13,rice
9082,1.09,96.28,clothing,2017-11-26,shirt
9083,0.76,302.12,food,2021-02-08,chicken
9084,9.32,238.99,clothing,2017-11-06,shirt
9085,0.31,71.3,food,2021-10-03,yoghurt
9086,8.41,364.32,food,2017-10-30,beef
9087,4.84,752.92,furniture,2016-01-23,sofa
9088,3.21,264.71,clothing,2018-06-14,socks
9089,1.34,715.34,food,2020-01-27,beef
9090,6.53,930.07,food,2020-01-18,chicken
9091,3.95,153.54,furniture,2021-06-16,dining table
9092,5.92,860.81,clothing,2019-01-29,t-shirt
9093,2.84,862.41,furniture,2018-11-18,desk
9094,8.01,867.76,furniture,2019-05-18,bed
9095,3.55,533.83,furniture,2015-08-12,chair
9096,6.05,158.62,furniture,2020-04-28,desk
9097,1.34,339.27,food,2015-01-12,whey
9098,1.2,853.1,clothing,2018-07-05,underwear
9099,7.89,135.71,furniture,2016-08-15,cot
9100,9.4,431.99,food,2016-02-02,sauce
9101,7.49,802.01,food,2016-01-27,whey
9102,4.53,825.05,furniture,2017-04-17,shelves
9103,0.17,610.31,furniture,2016-09-20,bed
9104,0.66,529.79,furniture,2020-07-23,dining table
9105,7.93,901.39,food,2015-02-12,quinoa
9106,2.73,665.09,clothing,2020-09-01,jeans
9107,9.18,313.73,furniture,2020-06-27,desk
9108,9.01,67.28,food,2016-08-07,noodles
9109,7.15,760.61,food,2018-09-02,rice
9110,9.99,415.69,food,2021-03-03,ice cream
9111,7.37,765.03,clothing,2016-07-11,trousers
9112,9.69,280.57,furniture,2015-04-21,shelves
9113,6.72,425.56,furniture,2015-09-08,sofa
9114,5.11,7.84,clothing,2016-03-19,skirt
9115,8.82,499.57,furniture,2020-12-19,shelves
9116,3.9,833.95,food,2016-09-30,chicken
9117,5.24,660.44,food,2016-02-09,yoghurt
9118,6.02,159.79,furniture,2015-05-05,press
9119,8.17,378.45,food,2016-09-08,ice cream
9120,3.71,577.22,furniture,2015-09-22,chair
9121,6.31,997.69,clothing,2016-05-22,dress
9122,1.49,836.95,clothing,2016-02-14,underwear
9123,8.25,407.18,furniture,2020-09-09,sofa
9124,7.32,365.67,food,2015-10-08,rice
9125,7.46,52.94,furniture,2017-09-11,chair
9126,2.03,63.89,furniture,2021-01-28,chair
9127,8.54,618.09,furniture,2015-07-25,chair
9128,0.78,880.82,food,2021-05-11,rice
9129,8.56,701.23,clothing,2021-01-24,dress
9130,1.58,641.55,food,2016-02-13,noodles
9131,4.22,412.67,clothing,2020-05-30,jeans
9132,4.6,688.36,food,2018-09-23,sauce
9133,3.65,56.64,furniture,2017-10-08,cot
9134,1.66,129.1,food,2019-10-23,ice cream
9135,0.8,956.76,furniture,2020-04-13,press
9136,8.47,804.28,clothing,2021-07-21,jeans
9137,2.34,444.0,food,2018-04-30,whey
9138,8.84,332.05,clothing,2021-08-29,trousers
9139,7.05,776.89,food,2021-09-22,chicken
9140,4.13,324.73,clothing,2019-06-26,underwear
9141,6.33,35.25,food,2019-07-18,yoghurt
9142,2.53,506.31,food,2018-10-02,sauce
9143,9.09,63.35,clothing,2015-07-14,trousers
9144,1.58,321.4,clothing,2017-08-11,tie
9145,8.53,672.52,clothing,2015-08-12,t-shirt
9146,7.02,745.77,furniture,2015-05-17,sofa
9147,8.52,230.65,furniture,2017-10-01,chair
9148,8.44,425.38,food,2015-07-01,whey
9149,5.82,725.07,furniture,2017-01-28,cot
9150,3.0,143.15,clothing,2019-01-05,tie
9151,7.9,445.93,food,2017-08-27,yoghurt
9152,4.21,570.11,food,2017-10-03,roll
9153,2.39,715.86,food,2018-08-17,quinoa
9154,6.46,129.01,clothing,2019-02-17,tie
9155,0.11,142.52,food,2021-07-16,chicken
9156,8.99,641.63,food,2016-01-01,roll
9157,8.25,754.65,food,2018-01-07,yoghurt
9158,8.22,141.55,clothing,2017-10-11,jeans
9159,3.34,249.31,furniture,2021-11-03,sofa
9160,8.94,693.71,clothing,2019-02-01,shirt
9161,4.34,406.91,food,2019-03-31,bread
9162,7.22,745.78,food,2016-07-11,yoghurt
9163,0.46,344.37,furniture,2018-05-19,bed
9164,0.06,655.64,furniture,2021-06-26,chair
9165,7.75,133.75,food,2020-05-18,bread
9166,2.5,952.54,food,2017-06-06,quinoa
9167,7.23,951.38,food,2015-08-30,whey
9168,9.97,410.86,furniture,2017-09-26,dining table
9169,6.97,558.34,furniture,2021-08-26,press
9170,4.35,616.98,food,2015-03-12,whey
9171,9.79,277.66,food,2015-08-16,chicken
9172,6.67,703.63,food,2017-02-18,sauce
9173,8.16,70.05,food,2019-04-26,rice
9174,5.02,494.82,food,2016-10-10,sauce
9175,9.76,738.02,furniture,2018-01-12,press
9176,4.74,416.49,furniture,2016-06-13,chair
9177,1.04,953.31,furniture,2021-05-13,chair
9178,0.42,909.56,food,2018-12-23,rice
9179,8.77,394.89,clothing,2016-02-26,trousers
9180,6.53,317.11,food,2018-06-27,beef
9181,5.31,833.27,clothing,2020-10-14,polo
9182,4.42,88.78,clothing,2020-05-18,jeans
9183,7.53,771.2,food,2015-10-12,roll
9184,8.35,852.4,furniture,2021-11-08,press
9185,3.14,106.74,furniture,2021-01-17,shelves
9186,3.57,351.04,clothing,2021-09-14,skirt
9187,9.27,127.37,furniture,2016-10-30,sofa
9188,8.97,986.66,furniture,2015-02-04,sofa
9189,4.41,986.66,clothing,2017-02-18,underwear
9190,8.19,55.53,food,2019-02-08,noodles
9191,1.25,680.22,food,2021-06-08,quinoa
9192,8.6,886.72,clothing,2016-07-06,t-shirt
9193,7.48,248.59,furniture,2015-05-23,desk
9194,1.88,481.07,furniture,2017-08-01,cot
9195,8.86,767.46,food,2021-02-11,chicken
9196,7.79,333.3,furniture,2016-01-04,shelves
9197,7.65,445.57,food,2021-11-06,beef
9198,0.13,366.92,clothing,2016-03-28,underwear
9199,1.64,631.06,clothing,2015-03-13,tie
9200,2.96,790.11,food,2018-04-09,noodles
9201,0.98,656.18,clothing,2015-01-08,trousers
9202,4.85,869.7,clothing,2016-01-01,tie
9203,3.29,49.63,food,2021-08-09,yoghurt
